sources_id,count
1,159.47037044260796
2,306.00784578617
3,12.438194193617994
4,160.38910069554566
6,188.5163807470227
7,256.04305433794315
8,2.2968256323442318
9,85.90127864967427
10,57.950677492992924
13,103.53383235028615
14,75.08853028817681
19,130.38902435923407
20,0.31802201063227825
22,0.3533577895914203
24,72.65036153999601
25,68.72809007553124
27,196.60827412866624
28,4.134286138219617
31,76.46662566758334
33,33.21563222159351
34,68.79876163344953
35,63.392387452700795
36,57.63265548236065
38,58.55138573529834
39,62.40298564184482
45,86.53732267093882
51,79.364159542233
52,40.56547424509505
54,0.03533577895914203
57,0.2826862316731362
58,3.5335778959142026
59,13.42759600447397
62,0.03533577895914203
63,42.438270529929575
65,43.286329224948986
68,0.07067155791828406
71,43.32166500390812
73,0.3886935685505623
74,43.00364299327585
78,29.434703872965308
79,205.51289042637003
80,43.78103013037697
86,28.975338746496462
88,7.208498907664974
89,40.353459571340196
97,13.639610678228822
99,36.113166096243155
101,96.28999766366202
104,81.48430627978152
108,10.388719013987757
109,2.4381687481808
111,0.3533577895914203
113,4.947009054279884
115,12.155507961944858
116,41.97890540346073
117,20.954116922771224
121,7.067155791828405
124,0.8833944739785506
125,2.155482516507664
126,0.2826862316731362
127,0.7420513581419825
128,27.561907588130783
131,0.5653724633462724
132,0.6007082423054144
136,4.8763374963616
137,3.1802201063227824
139,0.7067155791828406
140,35.01775694850975
144,1.9434678427528116
146,0.9540660318968347
147,3.2862274432002088
149,0.8833944739785506
150,5.194359506993878
151,1.7667889479571013
156,0.3533577895914203
158,0.5300366843871304
159,9.646667655845773
161,0.07067155791828406
164,7.208498907664974
165,0.21201467375485217
171,3.639585232791629
172,3.3215632221593507
174,0.3533577895914203
181,2.2968256323442318
184,0.1413431158365681
187,0.07067155791828406
192,1.0600733687742607
193,1.095409147733403
196,3.4275705590367767
197,2.508840306099084
198,0.8127229160602666
199,3.3568990011184927
200,0.8833944739785506
201,0.5300366843871304
202,0.3533577895914203
203,0.8833944739785506
204,0.03533577895914203
205,8.727937402908081
209,1.0600733687742607
211,1.8021247269162435
218,0.6007082423054144
226,1.0600733687742607
230,0.3533577895914203
232,49.78811255343112
233,4.240293475097043
234,0.8833944739785506
235,0.8833944739785506
238,0.45936512646884636
239,0.03533577895914203
240,0.8833944739785506
242,0.8833944739785506
245,0.1413431158365681
246,9.363981424172637
247,0.8833944739785506
248,0.8833944739785506
251,0.3533577895914203
255,0.8833944739785506
256,4.487643927811037
258,0.8833944739785506
263,0.3886935685505623
265,2.61484764297651
267,0.5300366843871304
268,0.8833944739785506
271,0.8833944739785506
272,1.0600733687742607
275,0.5300366843871304
280,0.5653724633462724
282,0.6713798002236985
285,9.788010771682341
287,0.1413431158365681
288,0.3886935685505623
289,0.17667889479571014
294,0.9894018108559768
298,4.416972369892753
307,22.438219639055188
311,71.27226616058947
314,3488.136084172746
317,0.1413431158365681
318,0.5300366843871304
319,0.3533577895914203
325,0.8833944739785506
326,0.8833944739785506
330,0.8833944739785506
331,0.3886935685505623
332,0.9187302529376927
333,0.3533577895914203
335,0.2473504527139942
336,9.788010771682341
337,2.4381687481808
338,0.5300366843871304
346,0.5300366843871304
347,0.8833944739785506
348,0.3533577895914203
350,10.247375898151187
351,0.3533577895914203
352,0.8833944739785506
353,0.17667889479571014
354,6.007082423054145
358,0.5653724633462724
359,2.4028329692216577
362,0.7067155791828406
366,0.8833944739785506
367,0.1413431158365681
370,0.7067155791828406
382,0.8833944739785506
383,0.8833944739785506
384,1.6254458321205332
385,0.8833944739785506
387,1.7667889479571013
390,0.3533577895914203
392,1.0600733687742607
394,0.8833944739785506
399,0.03533577895914203
401,7.809207149970388
404,1.5547742742022492
406,0.3533577895914203
407,0.5300366843871304
410,0.3533577895914203
416,0.3533577895914203
417,0.3886935685505623
421,0.8480586950194087
424,0.8833944739785506
425,0.07067155791828406
426,0.3533577895914203
432,0.8833944739785506
433,0.8833944739785506
435,0.03533577895914203
438,0.6007082423054144
